Name,Area: posneg_MZ25_36_25230101131_1.raw (F1),Area: posneg_MZ25_36_25230101131_2.raw (F2),Area: posneg_MZ25_36_25230104334_1.raw (F3),Area: posneg_MZ25_36_25230104334_2.raw (F4),Area: posneg_MZ25_36_25230977231_1.raw (F5),Area: posneg_MZ25_36_25230977231_2.raw (F6),Area: posneg_MZ25_36_25231053631_1.raw (F7),Area: posneg_MZ25_36_25231053631_2.raw (F8),Area: posneg_MZ25_36_25231493132_1.raw (F9),Area: posneg_MZ25_36_25231493132_2.raw (F10),Area: posneg_MZ25_36_25231779233_1.raw (F11),Area: posneg_MZ25_36_25231779233_2.raw (F12),Area: posneg_MZ25_36_25240047631_1.raw (F13),Area: posneg_MZ25_36_25240047631_2.raw (F14),Area: posneg_MZ25_36_25241550131_1.raw (F15),Area: posneg_MZ25_36_25241550131_2.raw (F16),Area: posneg_MZ25_36_25241552631_1.raw (F17),Area: posneg_MZ25_36_25241552631_2.raw (F18),Area: posneg_MZ25_36_25241554131_1.raw (F19),Area: posneg_MZ25_36_25241554131_2.raw (F20),Area: posneg_MZ25_36_25241560631_1.raw (F21),Area: posneg_MZ25_36_25241560631_2.raw (F22),Area: posneg_MZ25_36_25250093831_1.raw (F23),Area: posneg_MZ25_36_25250093831_2.raw (F24),Area: posneg_MZ25_36_25250108136_1.raw (F25),Area: posneg_MZ25_36_25250108136_2.raw (F26),Area: posneg_MZ25_36_25250975931_1.raw (F27),Area: posneg_MZ25_36_25250975931_2.raw (F28),Area: posneg_MZ25_36_25251285334_1.raw (F29),Area: posneg_MZ25_36_25251285334_2.raw (F30),Area: posneg_MZ25_36_25251386131_1.raw (F31),Area: posneg_MZ25_36_25251386131_2.raw (F32),Area: posneg_MZ25_36_25251400831_1.raw (F33),Area: posneg_MZ25_36_25251400831_2.raw (F34),Area: posneg_MZ25_36_25251700131_1.raw (F35),Area: posneg_MZ25_36_25251700131_2.raw (F36),Area: posneg_MZ25_36_25251906231_1.raw (F37),Area: posneg_MZ25_36_25251906231_2.raw (F38),Area: posneg_MZ25_36_25252083431_1.raw (F39),Area: posneg_MZ25_36_25252083431_2.raw (F40),Area: posneg_MZ25_36_25260053133_1.raw (F41),Area: posneg_MZ25_36_25260053133_2.raw (F42),Area: posneg_MZ25_36_25260285242_1.raw (F43),Area: posneg_MZ25_36_25260285242_2.raw (F44),Area: posneg_MZ25_36_25261136032_1.raw (F45),Area: posneg_MZ25_36_25261136032_2.raw (F46),Area: posneg_MZ25_36_25261211132_1.raw (F47),Area: posneg_MZ25_36_25261211132_2.raw (F48),Area: posneg_MZ25_36_25261284831_1.raw (F49),Area: posneg_MZ25_36_25261284831_2.raw (F50),Area: posneg_MZ25_36_25261810039_1.raw (F51),Area: posneg_MZ25_36_25261810039_2.raw (F52),Area: posneg_MZ25_36_25270020731_1.raw (F53),Area: posneg_MZ25_36_25270020731_2.raw (F54),Area: posneg_MZ25_36_25270595638_1.raw (F55),Area: posneg_MZ25_36_25270595638_2.raw (F56),Area: posneg_MZ25_36_25270693831_1.raw (F57),Area: posneg_MZ25_36_25270693831_2.raw (F58),Area: posneg_MZ25_36_25270803931_1.raw (F59),Area: posneg_MZ25_36_25270803931_2.raw (F60),Area: posneg_MZ25_36_25270968333_1.raw (F61),Area: posneg_MZ25_36_25270968333_2.raw (F62),Area: posneg_MZ25_36_25271191931_1.raw (F63),Area: posneg_MZ25_36_25271191931_2.raw (F64),Area: posneg_MZ25_36_25280384031_1.raw (F65),Area: posneg_MZ25_36_25280384031_2.raw (F66),Area: posneg_MZ25_36_25280538631_1.raw (F67),Area: posneg_MZ25_36_25280538631_2.raw (F68),Area: posneg_MZ25_36_25280599031_1.raw (F69),Area: posneg_MZ25_36_25280599031_2.raw (F70),Area: posneg_MZ25_36_25280740431_1.raw (F71),Area: posneg_MZ25_36_25280740431_2.raw (F72),Area: posneg_MZ25_36_25281070133_1.raw (F73),Area: posneg_MZ25_36_25281070133_2.raw (F74),Area: posneg_MZ25_36_25281097731_1.raw (F75),Area: posneg_MZ25_36_25281097731_2.raw (F76),Area: posneg_MZ25_36_25281885731_1.raw (F77),Area: posneg_MZ25_36_25281885731_2.raw (F78),Area: posneg_MZ25_36_25371469831_1.raw (F79),Area: posneg_MZ25_36_25371469831_2.raw (F80),Area: posneg_MZ25_36_25371523931_1.raw (F81),Area: posneg_MZ25_36_25371523931_2.raw (F82),Area: posneg_MZ25_36_25371729131_1.raw (F83),Area: posneg_MZ25_36_25371729131_2.raw (F84),Area: posneg_MZ25_36_25371767632_1.raw (F85),Area: posneg_MZ25_36_25371767632_2.raw (F86),Area: posneg_MZ25_36_25380127633_1.raw (F87),Area: posneg_MZ25_36_25380127633_2.raw (F88),Area: posneg_MZ25_36_blanco_1.raw (F89),Area: posneg_MZ25_36_blanco_2.raw (F90),Area: posneg_MZ25_36_expQC_1.raw (F91),Area: posneg_MZ25_36_expQC_2.raw (F92),Area: posneg_MZ25_36_expQC_3.raw (F93),Area: posneg_MZ25_36_expQC_4.raw (F94),Area: posneg_MZ25_36_expQC_5.raw (F95),Area: posneg_MZ25_36_expQC_6.raw (F96),Area: posneg_MZ25_36_expQC_7.raw (F97),Area: posneg_MZ25_36_expQC_8.raw (F98),Area: posneg_MZ25_36_expQC_9.raw (F99)
"6-bromo-4-oxo-1,4-dihydroquinoline-8-carbonitrile",5972.61692973558,5583.96738253707,6375.80283229204,5570.10955854863,6874.22126407755,6365.57344271478,6829.9448128112,7507.60427867275,707000485.291842,747282665.504398,6019.38745822557,5335.19743430296,10117.9492084196,8823.90518774348,5483.73866602888,5373.04916362476,6441.86731700878,5564.3087871253,5886.53269648557,5444.08379657259,6261.59976788739,5287.25863925958,11029180.2722784,10301393.0549497,5891.77968093763,7405.38049271164,5663.52259810507,6518.2703614018,5462.48705566567,5870.60582704915,6119.19391388237,5858.35771797248,6572.63443783004,6231.68366999825,6072.58829198992,6759.44147188405,542846216.474508,547794577.287584,7574.29551914873,8016.48361196225,31467.2595277378,45697.9448294976,6548.869983205,5880.13255944033,6276.26811351304,6097.99267227085,5574.07978567394,6076.88213356812,5639.64448388486,5426.53410120478,967105037.646447,899656010.742484,1298590018.33325,1349816667.29536,5675.81504331343,6750.59368309464,7744.36639481563,6762.16449299925,5962.62917789571,5721.98025195857,5995.63348165135,6595.49187959593,7129.23078023385,7289.49652001209,5663.41134699166,5879.17967223922,6297.34871302911,6415.3545597883,5615.63427546089,5766.04001879086,5889.7024263773,5831.82144175777,5714.7366789721,5923.25081228058,5686.76436131201,5559.39956794937,4929.89393556412,4113.66204762714,5749.75317755815,5675.42958098138,5693.38681156446,6659.03750066457,6046.6934957062,5672.19889946977,6276.05736809728,6296.17941932746,5994.59688964411,5680.04996235113,6559.7139740687,5597.11276082826,61009430.4468389,65803925.4897022,67176968.9535294,65386800.2020072,65251084.4734552,64715035.5728349,68537270.8797908,67252509.9072308,68618835.5669442
L-Tyrosine.HMDB0000158,353369988.199065,357454697.833809,195343219.932919,191419227.743488,275865884.104408,271155673.659222,266227505.869665,265232386.88049,255227499.811,273330550.248506,296474334.917697,301840067.529375,279394578.911031,259640948.718229,329261751.157738,314994102.878196,314821125.099385,337848600.416334,392255420.725933,394110585.058307,337746775.44774,368733381.468836,250653380.563439,249208501.049685,293512692.892415,326791497.028215,359667227.957689,372332142.178282,265922378.993002,245525593.910845,352490188.106826,363270639.36864,240140502.076487,237857948.448226,210143386.240583,202937630.989536,250471554.743978,246044155.178617,306091497.460548,282173064.719456,440702563.860243,430286404.931772,261685546.310251,247552864.256168,238426431.680764,228968890.575382,290515352.702611,249098794.892628,289410290.230966,305055198.305887,185352232.40295,186788844.241428,430889127.040242,450359993.989719,664146802.785668,654934739.648808,257126432.404207,246269825.157355,375277487.437072,359388805.707974,329483632.454518,318029014.725273,191596665.924211,185651294.362892,477733802.018121,473253035.840047,202490054.050013,209112720.563201,276834085.779372,277920474.383454,299474257.012901,278084430.232705,174042786.308064,166252320.94818,280001404.407077,305984142.315085,330692263.691805,313382198.546757,345639222.751267,346724610.241643,360768345.532548,351365136.134885,430437959.571252,420917836.07349,122946306.563729,126765675.513843,250883369.124401,270903293.579953,211350.16355565,78725.4734415338,261606697.488359,266579651.82689,279610742.237733,280803915.308879,285440452.881111,285168194.595597,294464402.194554,300864237.229329,288594497.747235
Ceftazidime,19416.1099110807,22033.1305157138,41055.2377761387,17817.9864656487,18997.3350917202,21917.9995422037,19167.0747495591,19277.9038574424,20310.0903328091,24938.0596755925,22420.4901750269,23268.9085318001,18517.8425213346,17329.5240792963,20032.7156213997,21103.472153274,22455.1245673043,21198.7848863027,23377.2716706263,27098.4193549157,18714.5741962541,20646.1867554442,19412.6171202343,20003.4233469977,26227.0791237621,23021.4733177583,19111.1500923652,22840.1503400964,19791.3725728577,18688.6752039965,18950.5120672896,17152.628088641,18950.397891521,19312.4635006873,19762.6484971413,18444.6196606479,19192.4243814258,19176.4138122878,18471.7400084319,15709.1367358467,28067.3751440798,22602.7137759376,19599.7610589261,18291.1513382769,20654.0313774462,19755.8445490089,22444.4387320681,19354.4019047258,17130.3761242317,24899.6859682141,15780.7345413585,17724.5349279693,19533.0948203496,22717.3475828242,21898.661413339,19985.7058731302,75819.1924718324,21131.7896637259,20166.6973607977,24963.434810204,18919.4537161178,19202.5064648785,17595.1159028787,20190.7215308281,18321.1916957237,17686.1601554116,19481.2414492347,20083.9915724692,19934.8903748232,20813.3834856549,21914.0941296074,24008.3902750045,56119.739697941,65219.7271788868,18192.5374075318,43145.4316695794,19721.4765870715,19640.3689858471,17413.9339244652,17689.0962527282,19676.7285670411,72992.2948216745,17134.3906334457,18012.5626448587,20920.5459557287,21510.4796228208,19385.5374716743,22279.7788883654,18526.367721459,15116.784453142,20599.4531243465,20612.7293473138,32436.1633730361,22507.2870498694,24022.1919219381,25182.3912951315,24297.6983499995,24926.2564370791,24780.1677668836
Lidocaine.HMDB0014426,20457.2516617864,19628.4923106291,22721.1036796907,20449.2831845708,17339.6980074493,17468.0607599349,42414.6747384045,70689.0271477082,533860750.032455,577650458.462262,15988.4195988208,17283.5407041608,3798742.701648,3698969.53814514,29877222.9481496,28867751.9763415,196823146.825606,213093186.998294,198647.055831412,207134.914600681,69439714.842964,75184691.6811006,15052.4960450655,17411.0174292419,22014.0827282488,20357.5609085541,17762.2772010151,18077.6296333438,20289281.1802618,19057532.3578198,237465966.917002,240887724.879319,16485.4477329501,15588.7759761227,972304320.590003,1010897815.87723,20482.2237838394,101639.978159169,183638.871364531,157241.841693167,1828543.65971418,1785029.41907516,18962.7829737352,23387.9981153681,22038.7254894142,23274.5807823739,19619.1612506151,21132.0473751687,18180.0444874794,17782.8249268579,1038942.21787522,969204.526726262,262098.083707483,289261.775493911,28104.7994004707,16339.3064979641,46092.4985919441,45739.3637773127,22348.863287633,21493.0407990405,49323.7158608632,24342.3082399679,16652.7283997982,25446.053840734,80833169.0658495,80426854.0947508,25958.2259506951,27646.9396071528,3394368.15793231,3214028.2869838,2968045.69519023,2811789.20184585,25669.038562153,17598.5524376402,19695.1191749673,81906.6128606035,2226285.58686244,2154017.84097886,25231084.4422442,25788266.5031725,579930121.581686,573302063.255342,15308.6924359731,16310.1632806601,2554644.26458909,2627060.21235431,108928203.781032,111142516.14414,15097.8794364151,15638.459153194,60402225.6705439,57470795.32573,57766682.9318623,58055022.9822212,57571492.811164,57608580.7367687,57448135.0142359,58236210.6437507,56290861.1751432
4-Acetamidoantipyrin,52007.6331395712,58277.5627145484,50679.5192339606,54670.7355418744,54411.2744454399,70617.7473691114,59420.813746665,56413.5014055346,46741.7816801938,64310.3525587568,43486.4285949141,41779.8350596146,57568.6418579628,47057.317770288,57051.1592591074,49756.4985205784,105230.389977122,86578.6263451743,97790.2428813972,92357.4551771897,58547.7217310805,70043.7819229094,60210.9334543948,94552.0037482371,100443.886462109,83813.9984332614,54579.012824622,61740.3478246306,44802.0987042544,45269.7459071313,51107.3035995888,44598.0799787319,57302.4928044759,60146.8434514958,51527.7317702561,49227.1590302468,50612.455240115,39235.9460110252,92462.8151631043,83319.85173931,58403.9309973171,91753.0415249001,51760.4220342946,61477.1760364861,41401.8444469317,46389.3638763272,57883.2312905411,61239.1529201233,43816.6167149963,42041.5797361599,61876.175753544,58151.5887319312,65996.6240267007,69246.2124213077,49166.0675275464,51033.3217285087,70691.2213881078,50142.0517986435,59249.6000422064,88129.0663796269,70407.3198961109,72123.0776732278,52844.2345754608,61687.7623276003,50100.493932842,38874.6324980543,51456.3674442492,45417.0084535682,52883.6821582652,67333.7665475901,66872.4152530001,91649.1200766294,81661.7217730791,102016.570747251,43537.1991019283,37761.9456498402,73019.5847493551,74245.002914576,45251.7160918003,48817.2056397549,57863.8335076832,57625.6059510547,52887.303333637,50708.6799041635,55308.7106513734,63351.5703396433,47774.8851465273,62835.6058194215,78623.9153135797,38135.2100088717,78852.550608054,62959.6683509055,58406.5962908826,53720.0083126949,64779.9000746357,51980.9137842814,60751.2579717345,58178.6901033466,59411.0754587639
2-Isobutyl-3-methoxypyrazine,51254648.2641543,55155278.1643126,51642126.8112989,50992828.1376889,50638636.1571867,48942884.2594249,48800770.2126056,47778408.2837547,42504212.3767243,44524084.6256518,55802011.4218959,50189814.5984892,48369928.404421,48282678.4742575,50248650.8477799,56083177.3903044,46260911.7449384,47974300.3056526,48359801.2437673,48495126.0411323,48857251.6515109,49383105.593303,50680022.9696782,49942923.7945745,49304421.7224657,52635463.2372599,47120613.5468677,48058516.8639938,49838989.097893,49842570.5750398,47522360.1996528,58798185.5992671,47709129.1555342,46650012.7653566,55279928.2362927,51763894.6921799,53202806.6190694,56520125.3960767,62112009.6564121,45482828.2174379,53618611.9021516,50765264.9156562,54516859.9787374,55152019.3573358,50387543.7996062,49195947.5379867,51880428.4551619,49113641.8877907,48235271.4870984,50613449.107614,54842559.4466799,54894993.2978363,52185778.0081715,52518956.908883,53492435.9641101,50658897.0768914,52044009.5465811,58605502.6755229,49259440.8412387,48963240.1881504,49805994.9356475,51006349.2120654,45324520.0576326,46454943.4275065,47933264.1962695,44186174.7912747,49032282.3758001,46823552.0130066,47096404.3162649,46214710.3840703,53769288.2582156,52103485.2788249,47945511.1249172,48412940.8959142,42966516.5717132,50593237.4956382,51827516.4894577,49748906.5090194,50574059.0070083,51591880.8211078,50140220.7207402,48432170.3989553,46977166.0978308,47559868.5610661,48442384.0086987,48976654.3455463,49100608.0516174,47310818.700672,48212748.1504572,9048707.69839469,48833275.8300522,47565356.7917238,48333650.2859382,48166810.5883794,48436039.3295972,48084453.2607842,48727747.1525507,50063976.0957948,47335431.7221433
Pyroglutamic acid.HMDB0000267,87033072.5789153,93823456.0118648,19851960.1692354,17256009.7651411,27199024.4060214,25647380.4283414,30864453.77665,31572751.84209,24859819.520427,25162706.7252885,19923583.0054004,19190635.7436739,26317084.2807092,25395842.554041,16824841.8053586,16493639.1097169,19857592.2831727,20239213.6373335,20268652.2023942,22635534.5318936,24802269.9808987,24301299.5395378,25826009.5074123,25859375.8931771,21406900.8865489,24733320.8076315,23299052.1716794,24586320.2023821,29619799.0178696,27492632.0938861,20282015.9578899,19427110.0364621,17957672.2662784,18990282.8108896,19860108.0533109,20772608.2149483,15176646.7314318,16042157.765831,39240040.7874741,39466173.6929255,21833774.391322,23447755.4918067,14628541.4966603,13657752.5585856,23300914.6550414,23191807.611617,27770170.2849539,24506025.9063066,26489896.0343515,29930969.8045253,20633313.5491855,20372996.1027721,22940533.2987224,23717721.890005,23142164.6576131,21843230.5368437,26578381.1340681,22059754.9069635,19286895.0317192,21572223.7705645,21495825.4954964,19852470.8164357,15014416.9748033,16760035.6068295,21415447.6728528,20736791.3804122,15693117.9375468,15258578.9841608,125147566.560155,119833771.031421,17775837.6390471,18492839.2890395,19525258.6670588,19128702.4654128,18927976.3446092,19388329.7150462,16334326.5254668,16170818.7606232,22626874.7286702,23227777.7765853,19153620.193182,19414618.6866573,20181824.9756101,18612120.0281871,26425402.9910822,25383797.9580915,16171814.6753691,18059759.1420649,513811.938385321,190998.248493646,23610913.3707108,24219956.9466243,25178936.0143663,25498159.2120077,24370897.1131461,24543735.7782346,25818557.9078545,26767342.6433495,25968134.2204521
prilocaine,422138.853982188,455100.216412234,460330.699297362,472281.70763855,39716.8132361121,434854.026945641,455734.037394443,489233.823930848,410544631.274234,437846216.807308,466344.543622525,444977.046207332,39478.4909855365,421184.224295839,20569390.7617621,19670109.1850685,88920828.8181744,94936877.5387344,544047.859739816,566284.869728331,31287377.5626197,33663014.6337053,471942.848313991,470807.532750866,439806.12672066,449410.52858781,421372.509903103,471674.052647683,12813278.2539231,12009731.7223473,195877935.998227,204816575.554719,505163.120232439,498077.67846068,27301.3586373944,379288.530721214,545720.867293791,559484.973907651,525612.417507619,470533.832219973,449345.694639158,482601.428774305,476524.202415234,501769.392032824,539645.433704963,484833.781107424,431453.447314349,401118.035198351,439132.640613903,486469.316640186,447250.570403345,437510.821039408,481996.345928982,495094.530848085,510667.124351276,392221.22136947,567131.343458009,415810.798464127,432160.542278804,602694.417725992,427667.469037735,455368.63537592,467733.533657273,480420.178497236,45240125.2410746,45137597.3025624,555343.597370623,582226.775220064,1973297.22424393,1934158.83528927,1748740.58377319,1751881.49201731,505455.180667174,476749.029639406,523244.823834957,483325.239257241,631970.010022289,542943.552837134,10273295.963834,10571300.9682315,415011656.135839,405585694.255161,415947.565155223,479469.619875441,455587.369197612,515358.14853578,72870463.8286727,75174686.1633193,642796.491530977,73850.5459974136,33075319.1931311,32718711.9435252,32705886.5500751,32575792.9100942,33180765.8949033,32667698.6745999,32790327.0449903,33112401.3669291,32424340.0301352
,2042324370.0099,1603708483.79478,1618701323.01207,1742336371.87751,2412513558.23044,1556635934.73161,2635992635.7277,1482588822.59317,1569082075.68281,1525061114.19765,2239152158.90011,2025672221.17019,1754728939.3033,1270749652.40793,2197061358.93663,1953969978.89721,1499517185.59563,1305367572.37463,1277759171.12843,1976772522.59449,1150319482.33353,1661266596.79971,1650823199.75122,1247352663.25716,1509766698.86166,1637419423.22118,2879188454.7684,1918551066.1187,2192426725.5887,2358882147.41391,1499736599.78846,2010006554.77839,1158389883.24432,1110640588.2257,1521146415.64974,1832356933.50907,2145700118.00467,2000943167.39471,1783902211.05543,1283831305.99259,1440285581.54234,1326592673.71856,1417168600.12755,1308684624.18095,1893452656.57085,1710032658.37076,1934845857.60509,1116846340.69753,2085415339.18041,1908041103.68564,1809766632.38021,1533820386.43011,2325791355.26329,1604627088.40446,1674350549.942,1427007450.47771,2088489783.46729,2292791903.10419,2081427315.24667,1544002278.69763,1581311118.43539,1165396064.3719,1125135769.89318,1532010125.04182,2784648999.20386,1351842807.40376,1854889144.51862,2454712431.92096,1836017462.51711,2972090520.46897,1513155805.61094,1570593276.95353,1998031295.68771,1268842972.68402,2687333525.02694,1998626410.12338,1589606202.71694,1375872882.72901,1735612208.84464,1839702816.27185,1295666537.48935,1211796444.80668,1877088977.38004,1759083448.36497,2036800156.37622,1994949645.43457,1463844550.96535,1665186361.82867,1227585720.14227,1735549761.41845,1227275114.19573,1151575107.53451,1460810504.61183,1930230532.81573,2032251728.61468,1640444688.01162,1586430501.00294,2155188859.65314,1942355396.92964
N-a-Acetyl-L-arginine.HMDB0004620,599755.164011542,524555.368354515,236958.705585657,201974.751254081,640983.440303412,607490.904994483,820089.381900633,750049.059859548,141350.899785069,165324.17755433,944302.312040188,944404.533902959,172699.342625248,158993.082185979,607964.661672514,535612.046566436,638437.000003475,696997.46866446,494796.471010674,510041.772520773,476168.973575877,549940.209654996,534274.895602377,464568.20384879,845273.822704833,867140.568786835,964096.001573303,969595.06060274,697714.539630157,572124.43848382,338974.142204007,386116.449827548,501369.815514664,513803.078983707,457449.601759707,443855.079758769,533809.009883054,565358.347715354,245014.290508495,233758.003633884,289011.998121815,288798.44542864,362629.727554583,386989.40786718,1137913.36636762,1015103.83066345,770760.664177902,668091.379722173,574167.716959051,601244.977380757,355538.493987696,367973.473008389,333506.101688537,362571.027300449,1066162.0018824,308012.144740777,2253066.54745524,2142005.63651925,541871.557864155,474410.236904794,658242.921923769,589544.200269397,664397.863506563,605597.551811029,729797.327255933,700844.563093456,195905.216484179,209587.08494725,369141.885959846,390043.78615879,473294.887744545,376957.37563301,632963.389499948,603739.207042266,1227620.05345374,1327803.31927773,1311381.87969618,1225640.56254878,289540.223262411,311932.965366238,457474.956565087,427877.794413171,366774.37836754,356029.38106283,1023131.39862719,1133875.76265327,922533.470787623,919716.270880713,22371.1967109991,18354.7705819131,66810391.8702585,68183948.4949296,71396914.9204717,74081012.3986159,72479886.7947824,74571425.2047258,75237836.9936291,75463213.025321,75159829.1919849
L-Isoleucine.HMDB0000172,358672020.763689,365621703.33425,342097985.205711,318229023.565823,291305003.720157,281085949.932649,167045957.109961,170312716.252431,479825481.264193,502913667.642622,264394546.719446,271324637.94258,349910807.587981,335492197.770549,361110287.738524,351602623.910306,359440195.164678,384945088.599723,241492862.133834,244107907.223246,254891147.695769,267527044.444079,263681712.624729,251093401.36878,251968510.808254,272188641.64781,230248289.331418,228758359.868152,228063834.4929,209353052.063492,306008389.312139,316165977.802966,304782851.184438,308781826.248704,197482870.098147,195991804.786385,256176357.171746,257746768.268111,104975198.580217,99940530.8703808,230170176.229539,225312153.286198,253157124.515799,246313411.005258,245420452.496789,239858895.176983,257343973.136223,227722060.048446,182432149.653877,182907087.267737,259469741.632811,263691690.162944,243091288.392111,247487313.042969,368196631.123448,372174800.448384,252441730.698191,239917001.678855,298473289.161438,292763689.925004,257293271.261946,246661140.348331,260639209.006406,262776057.800377,318305381.287835,329434627.103107,343906253.392118,355314798.629414,301973080.974204,301688926.580265,245746964.263643,222109197.012847,233456158.984898,235261932.849771,264567153.112207,291328426.660463,282018117.810228,270847365.566308,278341174.663925,281834291.65672,367516274.726679,359149323.390796,274855482.554435,281136070.516836,87037292.7215163,90003585.9525047,208497062.655715,211410273.969353,397052.691808779,607793.942363856,265214746.143065,256097910.326125,260463351.476281,259193370.851362,257351909.781235,261748626.186812,261120117.777188,272640526.708911,441795604.618511
L-Isoleucine.HMDB0000172,667358502.044394,662774079.923628,570980302.106895,537563124.657808,463559587.986534,448126622.080634,384921417.550447,382349130.328333,652341485.695512,686137350.396983,504985299.793077,536346134.709588,450619731.926473,434708848.904563,593763049.918139,560514928.547052,576192241.249488,627048502.872784,395442810.012222,407654173.200112,392363400.43731,418499854.936094,488886401.671441,451792481.799203,431331047.034145,467946635.319194,366600580.692742,368844432.792581,398438249.342655,379140697.657772,531694493.312154,527345801.059196,539720313.33112,520999887.252136,294923227.166453,292898795.202734,456717495.855189,450551762.295844,266113640.592684,243851500.995151,391853927.587621,387397049.207391,377581674.934524,369975217.959419,528502247.221557,495886163.892214,459861503.265084,406078591.055546,337050499.047774,343079942.293029,357057665.385802,356685738.385104,394580230.701352,411242298.369664,549143093.659023,549328502.810144,449502929.444953,447962287.729288,527765279.309498,490963786.842149,464386345.302742,440697476.472846,497906618.418458,460901143.920372,477796681.687024,461735937.103401,535766011.884753,553724279.036363,555671952.410578,550280575.605196,455872131.268865,433442498.011903,448354914.776158,433777622.916035,536647727.061762,556828312.690012,556240286.625865,536342152.642673,447653076.707312,459153169.504954,645628214.453432,637892751.451219,630555734.621756,634215312.891696,339237788.132626,338403908.507295,332093149.353126,361248128.791722,376282.406223489,639942.758629105,448890225.925877,428190109.841199,434284610.797519,438940100.024485,446999427.944497,446750215.6814,455237549.447851,449807533.48056,4986300.92596884
Isovalerylcarnitine.HMDB0000688,3125228.09193817,3228591.3775217,5038084.4975469,5283624.70905341,1363276.43240427,1360888.95634129,1276596.00691481,1496055.65618312,3443156.3467618,3313546.52498728,9846368.38976744,6809718.05211209,1696650.47163501,1568115.25844167,4798793.11087616,4409321.87452058,5577705.65750862,9378433.71151153,7012539.83560333,4819613.39688719,2180648.67754037,2291456.3279529,3559485.26916275,3668922.34831141,4935984.27764626,4859527.22353917,5029875.43534895,4334394.75825732,8406792.17606311,6351968.74772627,3455351.90190613,3555496.205982,7362518.97880264,5330501.31600078,2598466.18295209,2513077.63032522,10139550.0631615,7102947.64892675,1420425.75465743,1612360.24692153,4869650.09686414,4888876.45331509,3586602.5296811,3218437.01757846,3422775.75641282,4605105.42083894,2882735.06980189,2889336.05193279,1090690.00314328,1197016.59359139,490512.576441845,583327.023746307,1612725.06307614,1529605.91501004,8252273.98364874,8055132.09807128,10813460.5067148,11550290.2061637,5028628.75495619,7112308.54869236,6823192.7105711,6732653.90625367,3719962.13981625,3666197.18231173,3665746.80943998,3866069.58954369,4368050.60783288,4424232.92840156,7165817.0143399,4459451.29698191,3072706.82615024,3045988.82005204,9353401.47311564,9316314.38987184,7078551.01993643,5721778.15236202,8463015.56706151,7395589.98637317,5652337.12604119,5635454.17239511,4110993.45318348,3965376.08321357,10646581.1532788,10686870.1093609,10258130.0259675,10618937.6384009,8906445.04464035,5829934.43301581,152278.517012212,25839.213822556,19229310.9740795,18192692.9750285,14194889.0996155,15201827.458429,15549142.9063686,16359083.6232664,17164737.382131,17982540.2454851,16582440.2761031
Erucamide,6262642.26124541,5648073.66116312,40305077.2646041,17936634.257719,5455501.01433479,7842999.52995363,6487541.47881353,10419971.0214065,13326239.1723141,9453975.03239878,5208484.46749308,5725719.64766463,4753563.51718378,5243686.73395783,4623971.4379472,11452471.1714743,26481553.4366534,29594967.3119236,6062160.26420803,9640192.15416637,8460128.17983844,7262614.99891767,5346576.7911356,6909251.20482322,4599710.70670899,5227837.75443121,4379657.96820864,16958265.9721889,149847253.186752,4671166.46583144,36787382.8255431,5876870.45628069,15581448.6602371,15596587.7674809,4832320.41493863,4242092.66313266,54683804.0000379,26579378.0862714,6076998.4129761,7545174.64300014,21641290.2173652,10683154.1240108,4730867.68057378,5221602.6491033,5455099.79100175,4610899.60868252,4745894.70681914,13893870.5253418,5396466.50915935,9095003.0766065,9093953.58723716,8789416.9552679,8014792.58281736,4757722.52523898,69329135.8703913,5526032.26913364,87271954.7935362,37470913.1078148,8303836.72003061,6235966.25300764,5496825.0211724,12207571.510608,6041661.3377317,18057397.7428676,23628664.0544909,24715388.490606,11274048.5157495,8348791.16054359,6697844.46198753,23010945.6790028,5426300.32638473,5477550.90980564,6680753.74076893,14380849.472239,10977371.3326491,37670597.8623841,6095989.57486138,27993845.1168373,7178814.38258051,5640804.68623831,268227274.079993,12746678.4259191,6665039.9171329,16670827.7279757,9033771.66330169,6219654.58873481,7334152.07552505,64926777.8219905,29546312.637304,156407035.919041,10950002.9427609,8605389.88673441,7499631.56779325,7225000.71026795,6971441.21628032,7666679.12159254,7528861.34193801,6554138.52332476,6585903.09079883
